ID,Name,Internal Name
3908,Frozen Platform,FrozenPlatform
3909,Crystal Work Bench,CrystalWorkbench
3910,Golden Work Bench,GoldenWorkbench
3911,Crystal Dresser,CrystalDresser
3912,Dynasty Dresser,DynastyDresser
3913,Frozen Dresser,FrozenDresser
3914,Living Wood Dresser,LivingWoodDresser
3915,Crystal Piano,CrystalPiano
3916,Dynasty Piano,DynastyPiano
3917,Crystal Bookcase,CrystalBookCase
3918,Crystal Sofa,CrystalSofaHowDoesThatEvenWork
3919,Dynasty Sofa,DynastySofa
3920,Crystal Table,CrystalTable
3921,Arkhalis' Hood,ArkhalisHat
3922,Arkhalis' Bodice,ArkhalisShirt
3923,Arkhalis' Tights,ArkhalisPants
3924,Arkhalis' Lightwings,ArkhalisWings
3925,Leinfors' Hair Protector,LeinforsHat
3926,Leinfors' Excessive Style,LeinforsShirt
3927,Leinfors' Fancypants,LeinforsPants
3928,Leinfors' Prehensile Cloak,LeinforsWings
3929,Leinfors' Luxury Shampoo,LeinforsAccessory
3930,Celebration Mk2,Celeb2
3931,Spider Bathtub,SpiderBathtub
3932,Spider Bed,SpiderBed
3933,Spider Bookcase,SpiderBookcase
3934,Spider Dresser,SpiderDresser
3935,Spider Candelabra,SpiderCandelabra
3936,Spider Candle,SpiderCandle
3937,Spider Chair,SpiderChair
3938,Spider Chandelier,SpiderChandelier
3939,Spider Chest,SpiderChest
3940,Spider Clock,SpiderClock
3941,Spider Door,SpiderDoor
3942,Spider Lamp,SpiderLamp
3943,Spider Lantern,SpiderLantern
3944,Spider Piano,SpiderPiano
3945,Spider Platform,SpiderPlatform
3946,Spider Sink,SpiderSinkSpiderSinkDoesWhateverASpiderSinkDoes
3947,Spider Sofa,SpiderSofa
3948,Spider Table,SpiderTable
3949,Spider Work Bench,SpiderWorkbench
3950,Trapped Spider Chest,Fake_SpiderChest
3951,Iron Brick,IronBrick
3952,Iron Brick Wall,IronBrickWall
3953,Lead Brick,LeadBrick
3954,Lead Brick Wall,LeadBrickWall
3955,Lesion Block,LesionBlock
3956,Lesion Block Wall,LesionBlockWall
3957,Lesion Platform,LesionPlatform
3958,Lesion Bathtub,LesionBathtub
3959,Lesion Bed,LesionBed
3960,Lesion Bookcase,LesionBookcase
3961,Lesion Candelabra,LesionCandelabra
3962,Lesion Candle,LesionCandle
3963,Lesion Chair,LesionChair
3964,Lesion Chandelier,LesionChandelier
3965,Lesion Chest,LesionChest
3966,Lesion Clock,LesionClock
3967,Lesion Door,LesionDoor
3968,Lesion Dresser,LesionDresser
3969,Lesion Lamp,LesionLamp
3970,Lesion Lantern,LesionLantern
3971,Lesion Piano,LesionPiano
3972,Lesion Sink,LesionSink
3973,Lesion Sofa,LesionSofa
3974,Lesion Table,LesionTable
3975,Lesion Work Bench,LesionWorkbench
3976,Trapped Lesion Chest,Fake_LesionChest
3977,Hat Rack,HatRack
3978,n/a (No official name),ColorOnlyDye
3979,Pearlwood Crate,WoodenCrateHard
3980,Mythril Crate,IronCrateHard
3981,Titanium Crate,GoldenCrateHard
3982,Defiled Crate,CorruptFishingCrateHard
3983,Hematic Crate,CrimsonFishingCrateHard
3984,Stockade Crate,DungeonFishingCrateHard
3985,Azure Crate,FloatingIslandFishingCrateHard
3986,Divine Crate,HallowedFishingCrateHard
3987,Bramble Crate,JungleFishingCrateHard
3988,Dead Man's Chest,DeadMansChest
3989,Golf Ball,GolfBall
3990,Amphibian Boots,AmphibianBoots
3991,Arcane Flower,ArcaneFlower
3992,Berserker's Glove,BerserkerGlove
3993,Fairy Boots,FairyBoots
3994,Frog Flipper,FrogFlipper
3995,Frog Gear,FrogGear
3996,Frog Webbing,FrogWebbing
3997,Frozen Shield,FrozenShield
3998,Hero Shield,HeroShield
3999,Magma Skull,LavaSkull
4000,Magnet Flower,MagnetFlower
4001,Mana Cloak,ManaCloak
4002,Molten Quiver,MoltenQuiver
4003,Molten Skull Rose,MoltenSkullRose
4004,Obsidian Skull Rose,ObsidianSkullRose
4005,Recon Scope,ReconScope
4006,Stalker's Quiver,StalkersQuiver
4007,Stinger Necklace,StingerNecklace
4008,Ultrabright Helmet,UltrabrightHelmet
4009,Apple,Apple
4010,Apple Pie Slice,ApplePieSlice
4011,Apple Pie,ApplePie
4012,Banana Split,BananaSplit
4013,BBQ Ribs,BBQRibs
4014,Bunny Stew,BunnyStew
4015,Burger,Burger
4016,Chicken Nugget,ChickenNugget
4017,Chocolate Chip Cookie,ChocolateChipCookie
4018,Cream Soda,CreamSoda
4019,Escargot,Escargot
4020,Fried Egg,FriedEgg
4021,Fries,Fries
4022,Golden Delight,GoldenDelight
4023,Grapes,Grapes
4024,Grilled Squirrel,GrilledSquirrel
4025,Hotdog,Hotdog
4026,Ice Cream,IceCream
4027,Milkshake,Milkshake
4028,Nachos,Nachos
4029,Pizza,Pizza
4030,Potato Chips,PotatoChips
4031,Roasted Bird,RoastedBird
4032,Roasted Duck,RoastedDuck
4033,Sauteed Frog Legs,SauteedFrogLegs
4034,Seafood Dinner,SeafoodDinner
4035,Shrimp Po' Boy,ShrimpPoBoy
4036,Spaghetti,Spaghetti
4037,Steak,Steak
4038,Molten Charm,MoltenCharm
4039,Golf Club (Iron),GolfClubIron
4040,Golf Cup,GolfCup
4041,Blue Flower Seeds,FlowerPacketBlue
4042,Magenta Flower Seeds,FlowerPacketMagenta
4043,Pink Flower Seeds,FlowerPacketPink
4044,Red Flower Seeds,FlowerPacketRed
4045,Yellow Flower Seeds,FlowerPacketYellow
4046,Violet Flower Seeds,FlowerPacketViolet
4047,White Flower Seeds,FlowerPacketWhite
4048,Tall Grass Seeds,FlowerPacketTallGrass
4049,Lawn Mower,LawnMower
4050,Crimstone Brick,CrimstoneBrick
4051,Smooth Sandstone,SmoothSandstone
4052,Crimstone Brick Wall,CrimstoneBrickWall
4053,Smooth Sandstone Wall,SmoothSandstoneWall
4054,Blood Moon Monolith,BloodMoonMonolith
4055,Dunerider Boots,SandBoots
4056,Ancient Chisel,AncientChisel
4057,Rain Song,CarbonGuitar
4058,Skull Bow,SkeletonBow
4059,Fossil Pickaxe,FossilPickaxe
4060,Super Star Shooter,SuperStarCannon
4061,Storm Spear,ThunderSpear
4062,Thunder Zapper,ThunderStaff
4063,Drum Set,DrumSet
4064,Picnic Table,PicnicTable
4065,Fancy Picnic Table,PicnicTableWithCloth
4066,Desert Minecart,DesertMinecart
4067,Minecarp,FishMinecart
4068,Pink Fairy,FairyCritterPink
4069,Green Fairy,FairyCritterGreen
4070,Blue Fairy,FairyCritterBlue
4071,Junonia Shell,JunoniaShell
4072,Lightning Whelk Shell,LightningWhelkShell
4073,Tulip Shell,TulipShell
4074,Pin Wheel,PinWheel
4075,Weather Vane,WeatherVane
4076,Void Vault,VoidVault
4077,Music Box (Ocean Night),MusicBoxOceanAlt
4078,Music Box (Slime Rain),MusicBoxSlimeRain
4079,Music Box (Space Day),MusicBoxSpaceAlt
4080,Music Box (Town Day),MusicBoxTownDay
4081,Music Box (Town Night),MusicBoxTownNight
4082,Music Box (Windy Day),MusicBoxWindyDay
4083,White Pin Flag,GolfCupFlagWhite
4084,Red Pin Flag,GolfCupFlagRed
4085,Green Pin Flag,GolfCupFlagGreen
4086,Blue Pin Flag,GolfCupFlagBlue
4087,Yellow Pin Flag,GolfCupFlagYellow
4088,Purple Pin Flag,GolfCupFlagPurple
4089,Golf Tee,GolfTee
4090,Shell Pile,ShellPileBlock
4091,Anti-Portal Block,AntiPortalBlock
4092,Golf Club (Putter),GolfClubPutter
4093,Golf Club (Wedge),GolfClubWedge
4094,Golf Club (Driver),GolfClubDriver
4095,Golf Whistle,GolfWhistle
4096,Ebonwood Toilet,ToiletEbonyWood
4097,Rich Mahogany Toilet,ToiletRichMahogany
4098,Pearlwood Toilet,ToiletPearlwood
4099,Living Wood Toilet,ToiletLivingWood
4100,Cactus Toilet,ToiletCactus
4101,Bone Toilet,ToiletBone
4102,Flesh Toilet,ToiletFlesh
4103,Mushroom Toilet,ToiletMushroom
4104,Skyware Toilet,ToiletSunplate
4105,Shadewood Toilet,ToiletShadewood
4106,Lihzahrd Toilet,ToiletLihzhard
4107,Blue Dungeon Toilet,ToiletDungeonBlue
4108,Green Dungeon Toilet,ToiletDungeonGreen
4109,Pink Dungeon Toilet,ToiletDungeonPink
4110,Obsidian Toilet,ToiletObsidian
4111,Frozen Toilet,ToiletFrozen
4112,Glass Toilet,ToiletGlass
4113,Honey Toilet,ToiletHoney
4114,Steampunk Toilet,ToiletSteampunk
4115,Pumpkin Toilet,ToiletPumpkin
4116,Spooky Toilet,ToiletSpooky
4117,Dynasty Toilet,ToiletDynasty
4118,Palm Wood Toilet,ToiletPalm
4119,Boreal Wood Toilet,ToiletBoreal
4120,Slime Toilet,ToiletSlime
4121,Martian Toilet,ToiletMartian
4122,Granite Toilet,ToiletGranite
4123,Marble Toilet,ToiletMarble
4124,Crystal Toilet,ToiletCrystal
4125,Spider Toilet,ToiletSpider
4126,Lesion Toilet,ToiletLesion
4127,Diamond Toilet,ToiletDiamond
4128,Maid Bonnet,MaidHead
4129,Maid Dress,MaidShirt
4130,Maid Shoes,MaidPants
4131,Void Bag,VoidLens
4132,Pink Maid Bonnet,MaidHead2
4133,Pink Maid Dress,MaidShirt2
4134,Pink Maid Shoes,MaidPants2
4135,Country Club Cap,GolfHat
4136,Country Club Vest,GolfShirt
4137,Country Club Trousers,GolfPants
4138,Country Club Visor,GolfVisor
4139,Spider Nest Block,SpiderBlock
4140,Spider Nest Wall,SpiderWall
4141,Meteor Toilet,ToiletMeteor
4142,Decay Chamber,LesionStation
4143,n/a (No official name),ManaCloakStar
4144,Terragrim,Terragrim
4145,Solar Bathtub,SolarBathtub
4146,Solar Bed,SolarBed
4147,Solar Bookcase,SolarBookcase
4148,Solar Dresser,SolarDresser
4149,Solar Candelabra,SolarCandelabra
4150,Solar Candle,SolarCandle
4151,Solar Chair,SolarChair
4152,Solar Chandelier,SolarChandelier
4153,Solar Chest,SolarChest
4154,Solar Clock,SolarClock
4155,Solar Door,SolarDoor
4156,Solar Lamp,SolarLamp
4157,Solar Lantern,SolarLantern
4158,Solar Piano,SolarPiano
4159,Solar Platform,SolarPlatform
4160,Solar Sink,SolarSink
4161,Solar Sofa,SolarSofa
4162,Solar Table,SolarTable
4163,Solar Work Bench,SolarWorkbench
4164,Trapped Solar Chest,Fake_SolarChest
4165,Solar Toilet,SolarToilet
4166,Vortex Bathtub,VortexBathtub
4167,Vortex Bed,VortexBed
4168,Vortex Bookcase,VortexBookcase
4169,Vortex Dresser,VortexDresser
4170,Vortex Candelabra,VortexCandelabra
4171,Vortex Candle,VortexCandle
4172,Vortex Chair,VortexChair
4173,Vortex Chandelier,VortexChandelier
4174,Vortex Chest,VortexChest
4175,Vortex Clock,VortexClock
4176,Vortex Door,VortexDoor
4177,Vortex Lamp,VortexLamp
4178,Vortex Lantern,VortexLantern
4179,Vortex Piano,VortexPiano
4180,Vortex Platform,VortexPlatform
4181,Vortex Sink,VortexSink
4182,Vortex Sofa,VortexSofa
4183,Vortex Table,VortexTable
4184,Vortex Work Bench,VortexWorkbench
4185,Trapped Vortex Chest,Fake_VortexChest
4186,Vortex Toilet,VortexToilet
4187,Nebula Bathtub,NebulaBathtub
4188,Nebula Bed,NebulaBed
4189,Nebula Bookcase,NebulaBookcase
4190,Nebula Dresser,NebulaDresser
4191,Nebula Candelabra,NebulaCandelabra
4192,Nebula Candle,NebulaCandle
4193,Nebula Chair,NebulaChair
4194,Nebula Chandelier,NebulaChandelier
4195,Nebula Chest,NebulaChest
4196,Nebula Clock,NebulaClock
4197,Nebula Door,NebulaDoor
4198,Nebula Lamp,NebulaLamp
4199,Nebula Lantern,NebulaLantern
4200,Nebula Piano,NebulaPiano
4201,Nebula Platform,NebulaPlatform
4202,Nebula Sink,NebulaSink
4203,Nebula Sofa,NebulaSofa
4204,Nebula Table,NebulaTable
4205,Nebula Work Bench,NebulaWorkbench
4206,Trapped Nebula Chest,Fake_NebulaChest
4207,Nebula Toilet,NebulaToilet
4208,Stardust Bathtub,StardustBathtub
4209,Stardust Bed,StardustBed
4210,Stardust Bookcase,StardustBookcase
4211,Stardust Dresser,StardustDresser
4212,Stardust Candelabra,StardustCandelabra
4213,Stardust Candle,StardustCandle
4214,Stardust Chair,StardustChair
4215,Stardust Chandelier,StardustChandelier
4216,Stardust Chest,StardustChest
4217,Stardust Clock,StardustClock
4218,Stardust Door,StardustDoor
4219,Stardust Lamp,StardustLamp
4220,Stardust Lantern,StardustLantern
4221,Stardust Piano,StardustPiano
4222,Stardust Platform,StardustPlatform
4223,Stardust Sink,StardustSink
4224,Stardust Sofa,StardustSofa
4225,Stardust Table,StardustTable
4226,Stardust Work Bench,StardustWorkbench
4227,Trapped Stardust Chest,Fake_StardustChest
4228,Stardust Toilet,StardustToilet
4229,Solar Brick,SolarBrick
4230,Vortex Brick,VortexBrick
4231,Nebula Brick,NebulaBrick
4232,Stardust Brick,StardustBrick
4233,Solar Brick Wall,SolarBrickWall
4234,Vortex Brick Wall,VortexBrickWall
4235,Nebula Brick Wall,NebulaBrickWall
4236,Stardust Brick Wall,StardustBrickWall
4237,Music Box (Day Remix),MusicBoxDayRemix
4238,Cracked Blue Brick,CrackedBlueBrick
4239,Cracked Green Brick,CrackedGreenBrick
4240,Cracked Pink Brick,CrackedPinkBrick
4241,Wild Flower Seeds,FlowerPacketWild
4242,Black Golf Ball,GolfBallDyedBlack
4243,Blue Golf Ball,GolfBallDyedBlue
4244,Brown Golf Ball,GolfBallDyedBrown
4245,Cyan Golf Ball,GolfBallDyedCyan
4246,Green Golf Ball,GolfBallDyedGreen
4247,Lime Golf Ball,GolfBallDyedLimeGreen
4248,Orange Golf Ball,GolfBallDyedOrange
4249,Pink Golf Ball,GolfBallDyedPink
4250,Purple Golf Ball,GolfBallDyedPurple
4251,Red Golf Ball,GolfBallDyedRed
4252,Sky Blue Golf Ball,GolfBallDyedSkyBlue
4253,Teal Golf Ball,GolfBallDyedTeal
4254,Violet Golf Ball,GolfBallDyedViolet
4255,Yellow Golf Ball,GolfBallDyedYellow
4256,Amber Robe,AmberRobe
4257,Amber Hook,AmberHook
4258,Orange Phaseblade,OrangePhaseblade
4259,Orange Phasesaber,OrangePhasesaber
4260,Orange Stained Glass,OrangeStainedGlass
4261,Orange Pressure Plate,OrangePressurePlate
4262,Snake Charmer's Flute,MysticCoilSnake
4263,Magic Conch,MagicConch
4264,Golf Cart Keys,GolfCart
4265,Golf Chest,GolfChest
4266,Trapped Golf Chest,Fake_GolfChest
4267,Sandstone Chest,DesertChest
4268,Trapped Sandstone Chest,Fake_DesertChest
4269,Sanguine Staff,SanguineStaff
4270,Blood Thorn,SharpTears
4271,Bloody Tear,BloodMoonStarter
4272,Drippler Crippler,DripplerFlail
4273,Vampire Frog Staff,VampireFrogStaff
4274,Gold Goldfish,GoldGoldfish
4275,Gold Fish Bowl,GoldGoldfishBowl
4276,Bast Statue,CatBast
4277,Gold Starry Block,GoldStarryGlassBlock
4278,Blue Starry Block,BlueStarryGlassBlock
4279,Gold Starry Wall,GoldStarryGlassWall
4280,Blue Starry Wall,BlueStarryGlassWall
4281,Finch Staff,BabyBirdStaff
4282,Apricot,Apricot
4283,Banana,Banana
4284,Blackcurrant,BlackCurrant
4285,Blood Orange,BloodOrange
4286,Cherry,Cherry
4287,Coconut,Coconut
4288,Dragon Fruit,Dragonfruit
4289,Elderberry,Elderberry
4290,Grapefruit,Grapefruit
4291,Lemon,Lemon
4292,Mango,Mango
4293,Peach,Peach
4294,Pineapple,Pineapple
4295,Plum,Plum
4296,Rambutan,Rambutan
4297,Star Fruit,Starfruit
4298,Sandstone Bathtub,SandstoneBathtub
4299,Sandstone Bed,SandstoneBed
4300,Sandstone Bookcase,SandstoneBookcase
4301,Sandstone Dresser,SandstoneDresser
4302,Sandstone Candelabra,SandstoneCandelabra
4303,Sandstone Candle,SandstoneCandle
4304,Sandstone Chair,SandstoneChair
4305,Sandstone Chandelier,SandstoneChandelier
4306,Sandstone Clock,SandstoneClock
4307,Sandstone Door,SandstoneDoor
4308,Sandstone Lamp,SandstoneLamp
4309,Sandstone Lantern,SandstoneLantern
4310,Sandstone Piano,SandstonePiano
4311,Sandstone Platform,SandstonePlatform
4312,Sandstone Sink,SandstoneSink
4313,Sandstone Sofa,SandstoneSofa
4314,Sandstone Table,SandstoneTable
4315,Sandstone Work Bench,SandstoneWorkbench
4316,Sandstone Toilet,SandstoneToilet
4317,Haemorrhaxe,BloodHamaxe
4318,Void Monolith,VoidMonolith
4319,Arrow Sign,ArrowSign
4320,Painted Arrow Sign,PaintedArrowSign
4321,Master Gamer's Jacket,GameMasterShirt
4322,Master Gamer's Pants,GameMasterPants
4323,Star Princess Crown,StarPrincessCrown
4324,Star Princess Dress,StarPrincessDress
4325,Chum Caster,BloodFishingRod
4326,Plate,FoodPlatter
4327,Black Dragonfly Jar,BlackDragonflyJar
4328,Blue Dragonfly Jar,BlueDragonflyJar
4329,Green Dragonfly Jar,GreenDragonflyJar
4330,Orange Dragonfly Jar,OrangeDragonflyJar
4331,Red Dragonfly Jar,RedDragonflyJar
4332,Yellow Dragonfly Jar,YellowDragonflyJar
4333,Gold Dragonfly Jar,GoldDragonflyJar
4334,Black Dragonfly,BlackDragonfly
4335,Blue Dragonfly,BlueDragonfly
4336,Green Dragonfly,GreenDragonfly
4337,Orange Dragonfly,OrangeDragonfly
4338,Red Dragonfly,RedDragonfly
4339,Yellow Dragonfly,YellowDragonfly
4340,Gold Dragonfly,GoldDragonfly
4341,Step Stool,PortableStool
4342,Dragonfly Statue,DragonflyStatue
4343,Paper Airplane,PaperAirplaneA
4344,White Paper Airplane,PaperAirplaneB
4345,Can Of Worms,CanOfWorms
4346,Encumbering Stone,EncumberingStone
4347,Gray Zapinator,ZapinatorGray
4348,Orange Zapinator,ZapinatorOrange
4349,Green Moss,GreenMoss
4350,Brown Moss,BrownMoss
4351,Red Moss,RedMoss
4352,Blue Moss,BlueMoss
4353,Purple Moss,PurpleMoss
4354,Lava Moss,LavaMoss
4355,Boulder Statue,BoulderStatue
4356,Music Box (Journey's Beginning),MusicBoxTitleAlt
4357,Music Box (Storm),MusicBoxStorm
4358,Music Box (Graveyard),MusicBoxGraveyard
4359,Seagull,Seagull
4360,Seagull Statue,SeagullStatue
4361,Ladybug,LadyBug
4362,Gold Ladybug,GoldLadyBug
4363,Maggot,Maggot
4364,Maggot Cage,MaggotCage
4365,Celestial Wand,CelestialWand
4366,Eucalyptus Sap,EucaluptusSap
4367,Blue Kite,KiteBlue
4368,Blue and Yellow Kite,KiteBlueAndYellow
4369,Red Kite,KiteRed
4370,Red and Yellow Kite,KiteRedAndYellow
4371,Yellow Kite,KiteYellow
4372,Ivy,IvyGuitar
4373,Pupfish,Pupfish
4374,Grebe,Grebe
4375,Rat,Rat
4376,Rat Cage,RatCage
4377,Krypton Moss,KryptonMoss
4378,Xenon Moss,XenonMoss
4379,Wyvern Kite,KiteWyvern
4380,Ladybug Cage,LadybugCage
4381,Blood Rain Bow,BloodRainBow
4382,Advanced Combat Techniques,CombatBook
4383,Desert Torch,DesertTorch
4384,Coral Torch,CoralTorch
4385,Corrupt Torch,CorruptTorch
4386,Crimson Torch,CrimsonTorch
4387,Hallowed Torch,HallowedTorch
4388,Jungle Torch,JungleTorch
4389,Argon Moss,ArgonMoss
4390,Rolling Cactus,RollingCactus
4391,Thin Ice,ThinIce
4392,Echo Block,EchoBlock
4393,Scarab Fish,ScarabFish
4394,Scorpio Fish,ScorpioFish
4395,Owl,Owl
4396,Owl Cage,OwlCage
4397,Owl Statue,OwlStatue
4398,Pupfish Bowl,PupfishBowl
4399,Gold Ladybug Cage,GoldLadybugCage
4400,Geode,Geode
4401,Flounder,Flounder
4402,Rock Lobster,RockLobster
4403,Lobster Tail,LobsterTail
4404,Inner Tube,FloatingTube
4405,Frozen Crate,FrozenCrate
4406,Boreal Crate,FrozenCrateHard
4407,Oasis Crate,OasisCrate
4408,Mirage Crate,OasisCrateHard
4409,Spectre Goggles,SpectreGoggles
4410,Oyster,Oyster
4411,Shucked Oyster,ShuckedOyster
4412,White Pearl,WhitePearl
4413,Black Pearl,BlackPearl
4414,Pink Pearl,PinkPearl
4415,Stone Door,StoneDoor
4416,Stone Platform,StonePlatform
4417,Oasis Water Fountain,OasisFountain
4418,Water Strider,WaterStrider
4419,Gold Water Strider,GoldWaterStrider
4420,Lawn Flamingo,LawnFlamingo
4421,Music Box (Underground Jungle),MusicBoxUndergroundJungle
4422,Grate,Grate
4423,Scarab Bomb,ScarabBomb
4424,Wrought Iron Fence,WroughtIronFence
4425,Shark Bait,SharkBait
4426,Bee Minecart,BeeMinecart
4427,Ladybug Minecart,LadybugMinecart
4428,Pigron Minecart,PigronMinecart
4429,Sunflower Minecart,SunflowerMinecart
4430,Potted Forest Cedar,PottedForestCedar
4431,Potted Jungle Cedar,PottedJungleCedar
4432,Potted Hallow Cedar,PottedHallowCedar
4433,Potted Forest Tree,PottedForestTree
4434,Potted Jungle Tree,PottedJungleTree
4435,Potted Hallow Tree,PottedHallowTree
4436,Potted Forest Palm,PottedForestPalm
4437,Potted Jungle Palm,PottedJunglePalm
4438,Potted Hallow Palm,PottedHallowPalm
4439,Potted Forest Bamboo,PottedForestBamboo
4440,Potted Jungle Bamboo,PottedJungleBamboo
4441,Potted Hallow Bamboo,PottedHallowBamboo
4442,Scarab Fishing Rod,ScarabFishingRod
4443,Demonic Hellcart,HellMinecart
4444,Witch's Broom,WitchBroom
4445,Cluster Rocket I,ClusterRocketI
4446,Cluster Rocket II,ClusterRocketII
4447,Wet Rocket,WetRocket
4448,Lava Rocket,LavaRocket
4449,Honey Rocket,HoneyRocket
4450,Shroom Minecart,ShroomMinecart
4451,Amethyst Minecart,AmethystMinecart
4452,Topaz Minecart,TopazMinecart
4453,Sapphire Minecart,SapphireMinecart
4454,Emerald Minecart,EmeraldMinecart
4455,Ruby Minecart,RubyMinecart
4456,Diamond Minecart,DiamondMinecart
4457,Mini Nuke I,MiniNukeI
4458,Mini Nuke II,MiniNukeII
4459,Dry Rocket,DryRocket
4460,Sandcastle Bucket,SandcastleBucket
4461,Turtle Cage,TurtleCage
4462,Jungle Turtle Cage,TurtleJungleCage
4463,Gladius,Gladius
4464,Turtle,Turtle
4465,Jungle Turtle,TurtleJungle
4466,Turtle Statue,TurtleStatue
4467,Amber Minecart,AmberMinecart
4468,Beetle Minecart,BeetleMinecart
4469,Meowmere Minecart,MeowmereMinecart
4470,Party Wagon,PartyMinecart
4471,The Dutchman,PirateMinecart
4472,Steampunk Minecart,SteampunkMinecart
4473,Grebe Cage,GrebeCage
4474,Seagull Cage,SeagullCage
4475,Water Strider Cage,WaterStriderCage
4476,Gold Water Strider Cage,GoldWaterStriderCage
4477,Lesser Luck Potion,LuckPotionLesser
4478,Luck Potion,LuckPotion
4479,Greater Luck Potion,LuckPotionGreater
4480,Seahorse,Seahorse
4481,Seahorse Cage,SeahorseCage
4482,Gold Seahorse,GoldSeahorse
4483,Gold Seahorse Cage,GoldSeahorseCage
4484,1/2 Second Timer,TimerOneHalfSecond
4485,1/4 Second Timer,TimerOneFourthSecond
4486,Ebonstone Wall,EbonstoneEcho
4487,Mud Wall,MudWallEcho
4488,Pearlstone Wall,PearlstoneEcho
4489,Snow Wall,SnowWallEcho
4490,Amethyst Stone Wall,AmethystEcho
4491,Topaz Stone Wall,TopazEcho
4492,Sapphire Stone Wall,SapphireEcho
4493,Emerald Stone Wall,EmeraldEcho
4494,Ruby Stone Wall,RubyEcho
4495,Diamond Stone Wall,DiamondEcho
4496,Green Mossy Wall,Cave1Echo
4497,Brown Mossy Wall,Cave2Echo
4498,Red Mossy Wall,Cave3Echo
4499,Blue Mossy Wall,Cave4Echo
4500,Purple Mossy Wall,Cave5Echo
4501,Rocky Dirt Wall,Cave6Echo
4502,Old Stone Wall,Cave7Echo
4503,Spider Wall,SpiderEcho
4504,Corrupt Grass Wall,CorruptGrassEcho
4505,Hallowed Grass Wall,HallowedGrassEcho
4506,Ice Wall,IceEcho
4507,Obsidian Wall,ObsidianBackEcho
4508,Crimson Grass Wall,CrimsonGrassEcho
4509,Crimstone Wall,CrimstoneEcho
4510,Cave Dirt Wall,CaveWall1Echo
4511,Rough Dirt Wall,CaveWall2Echo
4512,Craggy Stone Wall,Cave8Echo
4513,Corrupt Growth Wall,Corruption1Echo
4514,Corrupt Mass Wall,Corruption2Echo
4515,Corrupt Pustule Wall,Corruption3Echo
4516,Corrupt Tendril Wall,Corruption4Echo
4517,Crimson Crust Wall,Crimson1Echo
4518,Crimson Scab Wall,Crimson2Echo
4519,Crimson Teeth Wall,Crimson3Echo
4520,Crimson Blister Wall,Crimson4Echo
4521,Layered Dirt Wall,Dirt1Echo
4522,Crumbling Dirt Wall,Dirt2Echo
4523,Cracked Dirt Wall,Dirt3Echo
4524,Wavy Dirt Wall,Dirt4Echo
4525,Hallowed Prism Wall,Hallow1Echo
4526,Hallowed Cavern Wall,Hallow2Echo
4527,Hallowed Shard Wall,Hallow3Echo
4528,Hallowed Crystalline Wall,Hallow4Echo
4529,Lichen Stone Wall,Jungle1Echo
4530,Leafy Jungle Wall,Jungle2Echo
4531,Ivy Stone Wall,Jungle3Echo
4532,Jungle Vine Wall,Jungle4Echo
4533,Ember Wall,Lava1Echo
4534,Cinder Wall,Lava2Echo
4535,Magma Wall,Lava3Echo
4536,Smouldering Stone Wall,Lava4Echo
4537,Worn Stone Wall,Rocks1Echo
4538,Stalactite Stone Wall,Rocks2Echo
4539,Mottled Stone Wall,Rocks3Echo
4540,Fractured Stone Wall,Rocks4Echo
4541,The Bride Banner,TheBrideBanner
4542,Zombie Merman Banner,ZombieMermanBanner
4543,Wandering Eye Fish Banner,EyeballFlyingFishBanner
4544,Blood Squid Banner,BloodSquidBanner
4545,Blood Eel Banner,BloodEelBanner
4546,Hemogoblin Shark Banner,GoblinSharkBanner
4547,Large Bamboo,LargeBambooBlock
4548,Large Bamboo Wall,LargeBambooBlockWall
4549,Demon Horns,DemonHorns
4550,Bamboo Leaf,BambooLeaf
4551,Slice of Hell Cake,HellCake
4552,Fog Machine,FogMachine
4553,Plasma Lamp,PlasmaLamp
4554,Marble Column,MarbleColumn
4555,Chef Hat,ChefHat
4556,Chef Uniform,ChefShirt
4557,Chef Pants,ChefPants
4558,Star Hairpin,StarHairpin
4559,Heart Hairpin,HeartHairpin
4560,Bunny Ears,BunnyEars
4561,Devil Horns,DevilHorns
4562,Fedora,Fedora
4563,Fake Unicorn Horn,UnicornHornHat
4564,Bamboo,BambooBlock
4565,Bamboo Wall,BambooBlockWall
4566,Bamboo Bathtub,BambooBathtub
4567,Bamboo Bed,BambooBed
4568,Bamboo Bookcase,BambooBookcase
4569,Bamboo Dresser,BambooDresser
4570,Bamboo Candelabra,BambooCandelabra
4571,Bamboo Candle,BambooCandle
4572,Bamboo Chair,BambooChair
4573,Bamboo Chandelier,BambooChandelier
4574,Bamboo Chest,BambooChest
4575,Bamboo Clock,BambooClock
4576,Bamboo Door,BambooDoor
4577,Bamboo Lamp,BambooLamp
4578,Bamboo Lantern,BambooLantern
4579,Bamboo Piano,BambooPiano
4580,Bamboo Platform,BambooPlatform
4581,Bamboo Sink,BambooSink
4582,Bamboo Sofa,BambooSofa
4583,Bamboo Table,BambooTable
4584,Bamboo Work Bench,BambooWorkbench
4585,Trapped Bamboo Chest,Fake_BambooChest
4586,Bamboo Toilet,BambooToilet
4587,Worn Golf Club (Iron),GolfClubStoneIron
4588,Worn Golf Club (Putter),GolfClubRustyPutter
4589,Worn Golf Club (Wedge),GolfClubBronzeWedge
4590,Worn Golf Club (Driver),GolfClubWoodDriver
