name,id,Version,Type,Category,Mod
Road Flare,HCRoadflareon,B41 Beta,Drainable,Lights,Hydrocraft
Roasted Vegetables,PanFriedVegetables2,41.1,Food,items_food,Classic
Roasting Pan,RoastingPan,41.1,Normal,items,Classic
Robotic Assembly Arm,HCRobotarm,B41 Beta,Normal,Robotics,Hydrocraft
Robotics Textbook,HCBookrobotics,B41 Beta,Literature,Books,Hydrocraft
Rock Salt,HCRocksalt,B41 Beta,Normal,Mining,Hydrocraft
Rock T-Shirt,Tshirt_Rock,41.1,Clothing,clothing/clothing_shirts,Classic
Rocket Launcher Blueprint,HCBlueprintrocketlauncher,B41 Beta,Literature,Blueprints,Hydrocraft
Rocketry Textbook,HCBookrocketry,B41 Beta,Literature,Books,Hydrocraft
Roll of Film,HCFilmroll,B41 Beta,Normal,Photography,Hydrocraft
Roll of Paper Towels,HCPapertowelroll,B41 Beta,Normal,Kitchen,Hydrocraft
Rolled Dough,DoughRolled,41.1,Food,items_food,Classic
Roller Luggage,HCLuggage2,B41 Beta,Container,Containers,Hydrocraft
Rolling Pin,RollingPin,41.1,Weapon,items_weapons,Classic
Root Beer Soda,HCSodarootbeer,B41 Beta,Food,Food Sodapop,Hydrocraft
Rope,Rope,41.1,Normal,newitems,Classic
Rose Gold Ingot,HCRosegoldingot,B41 Beta,Normal,Metalurgy,Hydrocraft
Rose Quartz Crystal,HCQuartzrose,B41 Beta,Normal,Gems,Hydrocraft
Rosebud,HCRosebud,B41 Beta,Normal,Foraging,Hydrocraft
Rosehips,Rosehips,41.1,Food,items_food,Classic
Rosemary,HCRosemary,B41 Beta,Food,Food Condiments,Hydrocraft
Rosewood Map,RosewoodMap,41.1,Map,newitems,Classic
Rotini Pasta,HCPastarotini,B41 Beta,Food,Food Pasta,Hydrocraft
Rotor,HCRotor,B41 Beta,Normal,Auto,Hydrocraft
Rottweiler (Female),HCRottweilerfemale,B41 Beta,Container,Dogs,Hydrocraft
Rottweiler (Male),HCRottweilermale,B41 Beta,Container,Dogs,Hydrocraft
Roulette Table,HCRoulette,B41 Beta,Normal,Money,Hydrocraft
Roulette Table,HCRoulette2,B41 Beta,Normal,Money,Hydrocraft
Round Neck Sweater,Jumper_RoundNeck,41.1,Clothing,clothing/clothing_jacket,Classic
Rounded Jello Mold,HCJellomold1,B41 Beta,Normal,Kitchen,Hydrocraft
Router,HCRouter,B41 Beta,Normal,Electronics,Hydrocraft
Rubber,HCRubber,B41 Beta,Normal,Rubber,Hydrocraft
Rubber Ball,HCRubberball,B41 Beta,Normal,Toys,Hydrocraft
Rubber Band,RubberBand,41.1,Normal,newitems,Classic
Rubber Belt,HCRubberbelt,B41 Beta,Normal,Lab,Hydrocraft
Rubber Bung,HCRubberbung,B41 Beta,Normal,Lab,Hydrocraft
Rubber Bung with Cables,HCDetonatorrubberbungcabels,B41 Beta,Normal,Weapons Explosives,Hydrocraft
Rubber Bung with Hole,HCRubberbunghole,B41 Beta,Normal,Lab,Hydrocraft
Rubber Cement,HCRubbercement,B41 Beta,Drainable,Office,Hydrocraft
Rubber Duck,Rubberducky,41.1,Normal,newitems,Classic
Rubber Duck,Rubberducky2,41.1,Drainable,newitems,Classic
Rubber Gloves,HCRubberglove,B41 Beta,Normal,Clothing,Hydrocraft
Rubber Hose,HCRubberhose,B41 Beta,Normal,Lab,Hydrocraft
Rubber Raft,HCRaftrubber,B41 Beta,Normal,Camping_HC,Hydrocraft
Rubber Sheet,HCRubbersheet,B41 Beta,Normal,Rubber,Hydrocraft
Rubber Stamp,HCStamp,B41 Beta,Normal,Office,Hydrocraft
Rubber Tree Packet,HCRubbertreeseedspacket,B41 Beta,Normal,Seeds,Hydrocraft
Rubber Tree Seeds,HCRubbertreeseeds,B41 Beta,Normal,Seeds,Hydrocraft
Rubber Working Textbook,HCBookrubberworking,B41 Beta,Literature,Books,Hydrocraft
Ruby,HCRuby,B41 Beta,Normal,Gems,Hydrocraft
Ruffe,HCRuffe,B41 Beta,Food,Food Seafood,Hydrocraft
Ruler,HCRuler,B41 Beta,Normal,Office,Hydrocraft
Rum,HCRum1,B41 Beta,Food,Food Bar,Hydrocraft
Rune Stone,HCRunestone,B41 Beta,Normal,Stoneworking,Hydrocraft
Russian Textbook,HCBookrussian,B41 Beta,Literature,Books,Hydrocraft
Rusty Bed Springs,HCBedsprings,B41 Beta,Normal,Junkyard,Hydrocraft
Rusty Shards,HCRustyshards,B41 Beta,Normal,Trash,Hydrocraft
Sack,SackOnions,41.1,Container,newBags,Classic
Sack,SackCarrots,41.1,Container,newBags,Classic
Sack,EmptySandbag,41.1,Container,newitems,Classic
Sack,SackCabbages,41.1,Container,newBags,Classic
Sack,SackPotatoes,41.1,Container,newBags,Classic
Sack of Apples,SackProduce_Apple,41.1,Food,newitems,Classic
Sack of Bell Peppers,SackProduce_BellPepper,41.1,Food,newitems,Classic
Sack of Broccoli,SackProduce_Broccoli,41.1,Food,newitems,Classic
Sack of Cabbages,SackProduce_Cabbage,41.1,Food,newitems,Classic
Sack of Carrots,SackProduce_Carrot,41.1,Food,newitems,Classic
Sack of Cherries,SackProduce_Cherry,41.1,Food,newitems,Classic
Sack of Corn,SackProduce_Corn,41.1,Food,newitems,Classic
Sack of Eggplants,SackProduce_Eggplant,41.1,Food,newitems,Classic
Sack of Grapes,SackProduce_Grapes,41.1,Food,newitems,Classic
Sack of Leeks,SackProduce_Leek,41.1,Food,newitems,Classic
Sack of Lettuce,SackProduce_Lettuce,41.1,Food,newitems,Classic
Sack of Onions,SackProduce_Onion,41.1,Food,newitems,Classic
Sack of Peaches,SackProduce_Peach,41.1,Food,newitems,Classic
Sack of Pears,SackProduce_Pear,41.1,Food,newitems,Classic
Sack of Potatoes,SackProduce_Potato,41.1,Food,newitems,Classic
Sack of Radishes,SackProduce_RedRadish,41.1,Food,newitems,Classic
Sack of Strawberries,SackProduce_Strawberry,41.1,Food,newitems,Classic
Sack of Tomatoes,SackProduce_Tomato,41.1,Food,newitems,Classic
Safe Key,SafeKey,B41 Beta,Normal,Lockcmithing,Hydrocraft
Safety Glasses,HCSafetyglasses,B41 Beta,Normal,Tools,Hydrocraft
Safety Goggles,Glasses_SafetyGoggles,41.1,Clothing,clothing/clothing_others,Classic
Safety Pin,HCSafetypin,B41 Beta,Normal,Tailoring,Hydrocraft
Saffron,HCSaffron,B41 Beta,Food,Food Condiments,Hydrocraft
Sage,HCSage,B41 Beta,Food,Food Condiments,Hydrocraft
Sailing Textbook,HCBooksailing,B41 Beta,Literature,Books,Hydrocraft
Sake,HCSake,B41 Beta,Food,Food Bar,Hydrocraft
Salad,Salad,41.1,Food,farming,Classic
Salad,FruitSalad,41.1,Food,items_food,Classic
Salad Tongs,HCSaladtongs,B41 Beta,Normal,Kitchen,Hydrocraft
Salamander,HCSalamander,B41 Beta,Normal,Hunting,Hydrocraft
Salami,Salami,41.1,Food,items_food,Classic
Salami,HCSalami,B41 Beta,Food,Food Deli,Hydrocraft
Salmon,Salmon,41.1,Food,items_food,Classic
Salmon,HCSalmon,B41 Beta,Food,Food Seafood,Hydrocraft
Salt,Salt,B41 Beta,Food,items_food,Hydrocraft
Salt Packet,HCSaltpacket,B41 Beta,Food,Food Condiments,Hydrocraft
Salt Powder,HCSaltpowder,B41 Beta,Normal,Alchemy,Hydrocraft
Salted Bear Steak,HCSaltedbear,B41 Beta,Food,Food Salt,Hydrocraft
Salted Beef,HCSaltedbeef,B41 Beta,Food,Food Salt,Hydrocraft
Salted Cheval,HCSaltedcheval,B41 Beta,Food,Food Salt,Hydrocraft
Salted Cougar Steak,HCSaltedcougar,B41 Beta,Food,Food Salt,Hydrocraft
Salted Duck,HCSaltedduck,B41 Beta,Food,Food Salt,Hydrocraft
Salted Fish Fillet,HCSaltedfishfillet,B41 Beta,Food,Food Salt,Hydrocraft
Salted Goose,HCSaltedgoose,B41 Beta,Food,Food Salt,Hydrocraft
Salted Ham,HCSaltedham,B41 Beta,Food,Food Salt,Hydrocraft
Salted Mutton,HCSaltedmutton,B41 Beta,Food,Food Salt,Hydrocraft
Salted Pork,HCSaltedpork,B41 Beta,Food,Food Salt,Hydrocraft
Salted Rabbit,HCSaltedrabbit,B41 Beta,Food,Food Salt,Hydrocraft
Salted Salmon,HCSaltedsalmon,B41 Beta,Food,Food Salt,Hydrocraft
Salted Small Animal Meat,HCSaltedsmallanimalmeat,B41 Beta,Food,Food Salt,Hydrocraft
Salted Small Bird Meat,HCSaltedsmallbirdmeat,B41 Beta,Food,Food Salt,Hydrocraft
Salted Small Game Steak,HCSaltedsmallgame,B41 Beta,Food,Food Salt,Hydrocraft
Salted Turkey,HCSaltedturkey,B41 Beta,Food,Food Salt,Hydrocraft
Salted Venison,HCSaltedvenison,B41 Beta,Food,Food Salt,Hydrocraft
Salting Meat Cookbook,HCCookbooksalt,B41 Beta,Literature,Cookbooks,Hydrocraft
Saltpeter,HCSaltpeter,B41 Beta,Normal,Mining,Hydrocraft
Saltpeter Powder,HCSaltpeterpowder,B41 Beta,Normal,Alchemy,Hydrocraft
Samurai Arm Guards,HCArmarmorsamurai,B41 Beta,Normal,Armor,Hydrocraft
Samurai Armor,HCArmorsamurai,B41 Beta,Normal,Armor,Hydrocraft
Samurai Helmet,HCHelmsamurai,B41 Beta,Normal,Armor,Hydrocraft
Samurai Leg Guards,HCLegarmorsamurai,B41 Beta,Normal,Armor,Hydrocraft
Sand Bag,Sandbag,41.1,Drainable,items,Classic
Sandals,Shoes_Sandals,41.1,Clothing,clothing/clothing_shoes,Classic
Sandstone,HCSandstone,B41 Beta,Normal,Mining,Hydrocraft
Sandwich,Sandwich,41.1,Food,items_food,Classic
Sandwich,BaguetteSandwich,41.1,Food,items_food,Classic
Sanitizing Jar,HCSanitizingjar,B41 Beta,Normal,Bathroom,Hydrocraft
Santa Hat,HCSantahat,B41 Beta,Normal,Holiday,Hydrocraft
Santa Hat,Hat_SantaHat,41.1,Clothing,clothing/clothing_hats,Classic
Santa Suit Jacket,JacketLong_Santa,41.1,Clothing,clothing/clothing_jacket,Classic
Santa Suit Pants,Trousers_Santa,41.1,Clothing,clothing/clothing_pants,Classic
Sap Catcher,HCSapcatcher,B41 Beta,Normal,Rubber,Hydrocraft
Sapphire,HCSapphire,B41 Beta,Normal,Gems,Hydrocraft
Satchel,HCSatchel,B41 Beta,Container,Containers,Hydrocraft
Satin Negligee,Dress_SatinNegligee,41.1,Clothing,clothing/clothing_suits,Classic
Saucepan,Saucepan,41.1,Weapon,items_weapons,Classic
Saucepan of Apple Jello Mix,HCJelloappleprep,B41 Beta,Food,Food Gelatin,Hydrocraft
Saucepan of Blueberry Jello Mix,HCJelloblueberryprep,B41 Beta,Food,Food Gelatin,Hydrocraft
Saucepan of Cherry Jello Mix,HCJellocherryprep,B41 Beta,Food,Food Gelatin,Hydrocraft
Saucepan of Chocolate Pudding Mix,HCJellochocolateprep,B41 Beta,Food,Food Gelatin,Hydrocraft
Saucepan of Lemon Jello Mix,HCJellolemonprep,B41 Beta,Food,Food Gelatin,Hydrocraft
Saucepan of Lime Jello Mix,HCJellolimeprep,B41 Beta,Food,Food Gelatin,Hydrocraft
Saucepan of Orange Jello Mix,HCJelloorangeprep,B41 Beta,Food,Food Gelatin,Hydrocraft
Saucepan of Strawberry Jello Mix,HCJellostrawberryprep,B41 Beta,Food,Food Gelatin,Hydrocraft
Saucepan of Vanilla Pudding Mix,HCJellovanillaprep,B41 Beta,Food,Food Gelatin,Hydrocraft
Saucepan of Watermelon Jello Mix,HCJellowatermelonprep,B41 Beta,Food,Food Gelatin,Hydrocraft
Saucepan with Pasta,WaterSaucepanPasta,41.1,Food,items_food,Classic
Saucepan with Rice,WaterSaucepanRice,41.1,Food,items_food,Classic
Saucepan with Water,WaterSaucepan,41.1,Drainable,items_food,Classic
Sausage,Sausage,41.1,Food,items_food,Classic
Sausage Making Cookbook,HCBooksausagemaking,B41 Beta,Literature,Cookbooks,Hydrocraft
Saw,Saw,41.1,Normal,items,Classic
Sawblade Axe,HCSawbladeaxe,B41 Beta,Weapon,Weapons Axes,Hydrocraft
Sawbuck,HCSawbuck,B41 Beta,Normal,Carpentry,Hydrocraft
Sawdust,HCSawdust,B41 Beta,Normal,Carpentry,Hydrocraft
Sawn Off Double Barrel Shotgun,DoubleBarrelShotgunSawnoff,41.1,Weapon,items_weapons,Classic
Sawn Off JS-2000 Shotgun,ShotgunSawnoff,41.1,Weapon,items_weapons,Classic
Saxophone,HCSax,B41 Beta,Normal,Music,Hydrocraft
Saxophone,Saxophone,41.1,Weapon,items_weapons,Classic
Scale,HCScale,B41 Beta,Normal,Kitchen,Hydrocraft
Scalemail Armor,HCArmorscalemail,B41 Beta,Normal,Armor,Hydrocraft
Scalemail Leg Guards,HCLegarmorscalemail,B41 Beta,Normal,Armor,Hydrocraft
Scalpel,Scalpel,41.1,Weapon,items_weapons,Classic
Scanner,HCScaner,B41 Beta,Normal,Electronics,Hydrocraft
Scanner Module,ScannerModule,41.1,Normal,items_radio,Classic
Scarecrow,HCScarecrow,B41 Beta,Normal,Carpentry,Hydrocraft
Scarecrow,HCScarecrow2,B41 Beta,Normal,Carpentry,Hydrocraft
Scarecrow Stand,HCScarecrowstand,B41 Beta,Normal,Carpentry,Hydrocraft
Scarf,Scarf_White,41.1,Clothing,clothing/clothing_others,Classic
Scarf,Scarf_StripeRedWhite,41.1,Clothing,clothing/clothing_others,Classic
Scarf,Scarf_StripeBlueWhite,41.1,Clothing,clothing/clothing_others,Classic
Scarf,Scarf_StripeBlackWhite,41.1,Clothing,clothing/clothing_others,Classic
Scaup Duck (Female),HCScaupduckfemale,B41 Beta,Normal,Hunting,Hydrocraft
Scaup Duck (Male),HCScaupduckmale,B41 Beta,Normal,Hunting,Hydrocraft
Schist,HCSchist,B41 Beta,Normal,Mining,Hydrocraft
School Bag,Bag_Schoolbag,41.1,Container,clothing/clothing_others,Classic
Science Textbook,HCBookscience,B41 Beta,Literature,Books,Hydrocraft
Scissor Lift,HCScissorlift,B41 Beta,Normal,Tools,Hydrocraft
Scissors,Scissors,41.1,Weapon,items_weapons,Classic
Scotch,HCScotch1,B41 Beta,Food,Food Bar,Hydrocraft
Scrambled Egg,HCScrambledegg,B41 Beta,Food,Food Breakfast,Hydrocraft
Scrambled Egg with Cheese,HCScrambledeggcheese,B41 Beta,Food,Food Breakfast,Hydrocraft
Scrambled Eggs,EggScrambled,41.1,Food,items_food,Classic
Scrap Aluminum,HCAluminumscrap,B41 Beta,Normal,Recycling Aluminum,Hydrocraft
Scrap Brass,HCBrassscrap,B41 Beta,Normal,Recycling Brass,Hydrocraft
Scrap Metal,ScrapMetal,41.1,Normal,newitems,Classic
Scrap Rubber,HCRubberscrap,B41 Beta,Normal,Recycling Rubber,Hydrocraft
Scrapbook,HCBookscrap,B41 Beta,Literature,Books,Hydrocraft
Screw Mold,HCScrewmold,B41 Beta,Drainable,Pottery,Hydrocraft
Screwdriver,Screwdriver,41.1,Weapon,items_weapons,Classic
Screws,Screws,41.1,Normal,newitems,Classic
Sculpting Textbook,HCBooksculpting,B41 Beta,Literature,Books,Hydrocraft
Sea Bass,HCSeabass,B41 Beta,Food,Food Seafood,Hydrocraft
Seaberry,HCSeaberry,B41 Beta,Food,Foraging,Hydrocraft
Sealed Letter,HCSealedletter,B41 Beta,Normal,Postal,Hydrocraft
Sealed Letter,HCSealedletter2,B41 Beta,Normal,Postal,Hydrocraft
Sealed Letter,HCSealedletter3,B41 Beta,Normal,Postal,Hydrocraft
Sealed Letter,HCSealedletter4,B41 Beta,Normal,Postal,Hydrocraft
Sealed Letter,HCSealedletter5,B41 Beta,Normal,Postal,Hydrocraft
Sealed Letter,HCSealedletter6,B41 Beta,Normal,Postal,Hydrocraft
Sealed Letter,HCSealedletter7,B41 Beta,Normal,Postal,Hydrocraft
Sealed Toxic Waste,HCBluebarreltoxicwastesealed,B41 Beta,Normal,Barrels,Hydrocraft
Seaweed,Seaweed,41.1,Food,items_food,Classic
Seed Bag,SeedBag,41.1,Container,newitems,Classic
Seed Bag,HCSeedbag,B41 Beta,Container,Containers,Hydrocraft
Seeding Broccoli,BloomingBroccoli,41.1,Food,farming,Classic
Selfmade Ether,HCGlassbottleselfmadeether,B41 Beta,Drainable,Bottles,Hydrocraft
Sericulture Textbook,HCBooksericulture,B41 Beta,Literature,Books,Hydrocraft
Sesame Bagel,BagelSesame,41.1,Food,items_food,Classic
Sesame Seeds,HCSesameseeds,B41 Beta,Food,Food Condiments,Hydrocraft
Set Bear Trap,BearTrap,B41 Beta,Normal,Trapping,Hydrocraft
Set Nail Trap,SpikeTrap,B41 Beta,Normal,Trapping,Hydrocraft
Set Propane Trap,PropaneTrap,B41 Beta,Normal,Trapping,Hydrocraft
Sewing Kit,SewingKit,41.1,Container,newitems,Classic
Sewing Pin,HCSewingpin,B41 Beta,Normal,Tailoring,Hydrocraft
Shale,HCShale,B41 Beta,Normal,Mining,Hydrocraft
Shampoo,HCShampoo,B41 Beta,Drainable,Bathroom,Hydrocraft
Shaving Brush,HCShavingbrush,B41 Beta,Normal,Bathroom,Hydrocraft
Shaving Cream,HCShavingcream,B41 Beta,Drainable,Bathroom,Hydrocraft
Sheared Goat (Female),HCGoatfemalesheared,B41 Beta,Normal,Animals,Hydrocraft
Sheared Goat (Male),HCGoatmalesheared,B41 Beta,Normal,Animals,Hydrocraft
Sheared Sheep (Female),HCSheepfemalesheared,B41 Beta,Normal,Animals,Hydrocraft
Sheared Sheep (Male),HCSheepmalesheared,B41 Beta,Normal,Animals,Hydrocraft
Shears,HCShears,B41 Beta,Normal,Pet,Hydrocraft
Sheep (Female),HCSheepfemale,B41 Beta,Normal,Animals,Hydrocraft
Sheep (Male),HCSheepmale,B41 Beta,Normal,Animals,Hydrocraft
Sheep Carcass,HCSheepmeat,B41 Beta,Food,Food Meat,Hydrocraft
Sheep Poop,HCSheeppoop,B41 Beta,Normal,Animals,Hydrocraft
Sheep Skeleton,HCSheepbones,B41 Beta,Normal,Boneworking,Hydrocraft
Sheet,Sheet,41.1,Normal,items,Classic
Sheet Music,HCPapersheetmusic,B41 Beta,Normal,Music,Hydrocraft
Sheet of Paper,SheetPaper2,41.1,Literature,items_literature,Classic
Sheet Rope,SheetRope,41.1,Normal,items,Classic
Shell Powder,HCShellpowder,B41 Beta,Normal,Boneworking,Hydrocraft
Shell Suit Jacket,Jacket_Shellsuit_Blue,41.1,Clothing,clothing/clothing_jacket,Classic
Shell Suit Jacket,Jacket_Shellsuit_Pink,41.1,Clothing,clothing/clothing_jacket,Classic
Shell Suit Jacket,Jacket_Shellsuit_TINT,41.1,Clothing,clothing/clothing_jacket,Classic
Shell Suit Jacket,Jacket_Shellsuit_Teal,41.1,Clothing,clothing/clothing_jacket,Classic
Shell Suit Jacket,Jacket_Shellsuit_Black,41.1,Clothing,clothing/clothing_jacket,Classic
Shell Suit Jacket,Jacket_Shellsuit_Green,41.1,Clothing,clothing/clothing_jacket,Classic
Shell Suit Trousers,Trousers_Shellsuit_Blue,41.1,Clothing,clothing/clothing_pants,Classic
Shell Suit Trousers,Trousers_Shellsuit_Pink,41.1,Clothing,clothing/clothing_pants,Classic
Shell Suit Trousers,Trousers_Shellsuit_TINT,41.1,Clothing,clothing/clothing_pants,Classic
Shell Suit Trousers,Trousers_Shellsuit_Teal,41.1,Clothing,clothing/clothing_pants,Classic
Shell Suit Trousers,Trousers_Shellsuit_Black,41.1,Clothing,clothing/clothing_pants,Classic
Shell Suit Trousers,Trousers_Shellsuit_Green,41.1,Clothing,clothing/clothing_pants,Classic
Shelled Mussel,HCMussel,B41 Beta,Food,Food Seafood,Hydrocraft
Shells Ammo Strap,AmmoStrap_Shells,41.1,Clothing,clothing/clothing_others,Classic
Shiba Inu (Female),HCShibainufemale,B41 Beta,Container,Dogs,Hydrocraft
Shiba Inu (Male),HCShibainumale,B41 Beta,Container,Dogs,Hydrocraft
Shiitake Mushroom,HCShiitake,B41 Beta,Food,Food Shrooms,Hydrocraft
Ship in a Bottle,HCShipinbottle,B41 Beta,Normal,Office,Hydrocraft
Shipping Crate,HCShipcrate1,B41 Beta,Container,Containers,Hydrocraft
Shipping Crate,HCShipcrate2,B41 Beta,Container,Containers,Hydrocraft
Shipping Crate,HCShipcrate3,B41 Beta,Container,Containers,Hydrocraft
Shipping Crate,HCShipcrate4,B41 Beta,Container,Containers,Hydrocraft
Shipping Crate,HCShipcrate5,B41 Beta,Container,Containers,Hydrocraft
Shipping Crate,HCShipcrate6,B41 Beta,Container,Containers,Hydrocraft
Shipping Crate,HCShipcrate7,B41 Beta,Container,Containers,Hydrocraft
Shish Kebab,HCShishkebab,B41 Beta,Food,Food BBQ,Hydrocraft
Shoe Box,HCShoebox,B41 Beta,Container,Containers,Hydrocraft
Shoehorn,HCShoehorn,B41 Beta,Normal,Tools,Hydrocraft
Shoes,Shoes_Black,41.1,Clothing,clothing/clothing_shoes,Classic
Shoes,Shoes_Brown,41.1,Clothing,clothing/clothing_shoes,Classic
Shoes,Shoes_Random,41.1,Clothing,clothing/clothing_shoes,Classic
Shooting Glasses,Glasses_Shooting,41.1,Clothing,clothing/clothing_others,Classic
Shop Vac,HCShopvac,B41 Beta,Normal,Cleaning,Hydrocraft
Shopping Cart,HCShoppingcart,B41 Beta,Container,Containers,Hydrocraft
Short Dress,Dress_Short,41.1,Clothing,clothing/clothing_suits,Classic
Short Glass of Gin,HCDrinkglassshortgin,B41 Beta,Food,Food Bar,Hydrocraft
Short Glass of Rum,HCDrinkglassshortrum,B41 Beta,Food,Food Bar,Hydrocraft
Short Glass of Vodka,HCDrinkglassshortvodka,B41 Beta,Food,Food Bar,Hydrocraft
Short Glass of Whiskey,HCDrinkglassshortwhiskey,B41 Beta,Food,Food Bar,Hydrocraft
Short Skirt,Skirt_Short,41.1,Clothing,clothing/clothing_pants,Classic
Short Sleeve Shirt,Shirt_FormalWhite_ShortSleeve,41.1,Clothing,clothing/clothing_shirts,Classic
Short Sleeve Shirt,Shirt_FormalWhite_ShortSleeveTINT,41.1,Clothing,clothing/clothing_shirts,Classic
Shortbread Cookie,CookiesShortbread,41.1,Food,items_food,Classic
Shorts,Shorts_ShortFormal,41.1,Clothing,clothing/clothing_pants,Classic
Shotgun Shells,ShotgunShells,41.1,Normal,items_weapons,Classic
Shotgun Shells Mold,ShotgunShellsMold,41.1,Normal,newitems,Classic
Shotgun Silencer,HCShotgunSilencer,B41 Beta,WeaponPart,Weapon Ranged,Hydrocraft
Shoulder Pole,HCShoulderpole,B41 Beta,Container,Containers,Hydrocraft
Shovel,Shovel,41.1,Weapon,items_weapons,Classic
Shovel,Shovel2,41.1,Weapon,items_weapons,Classic
Shower Cap,Hat_ShowerCap,41.1,Clothing,clothing/clothing_hats,Classic
Shrimp,Shrimp,41.1,Food,items_food,Classic
Shrimp Dumpling,ShrimpDumpling,41.1,Food,items_food,Classic
Shrimp Ramen,HCRamenshrimp,B41 Beta,Food,Food Soup,Hydrocraft
Shrimp Ramen Flat,HCRamenflatshrimp,B41 Beta,Normal,Food Soup,Hydrocraft
Shrimp Ramen Flavoring,HCRamenshrimpflavor,B41 Beta,Food,Food Condiments,Hydrocraft
Shrimp Ramen Noodles,HCRamennoodlebowlshrimp,B41 Beta,Food,Food Soup,Hydrocraft
Sieve,HCSieve,B41 Beta,Normal,Kitchen,Hydrocraft
Silk Boxers,Boxers_Silk_Red,41.1,Clothing,clothing/clothing_underwear,Classic
Silk Boxers,Boxers_Silk_Black,41.1,Clothing,clothing/clothing_underwear,Classic
Silk Cloth,HCSilkcloth,B41 Beta,Normal,Tailoring,Hydrocraft
Silk Cocoon,HCSilkcocoon,B41 Beta,Normal,Bugs,Hydrocraft
Silk Filament,HCSilkfiber,B41 Beta,Normal,Tailoring,Hydrocraft
Silk Pants,HCSilkpants,B41 Beta,Clothing,Tailoring,Hydrocraft
Silk Shirt,HCSilkshirt,B41 Beta,Clothing,Tailoring,Hydrocraft
Silk Thread,HCSilkthread,B41 Beta,Normal,Tailoring,Hydrocraft
Silkmoth (Female),HCSilkmothfemale,B41 Beta,Normal,Bugs,Hydrocraft
Silkmoth (Male),HCSilkmothmale,B41 Beta,Normal,Bugs,Hydrocraft
Silkworm,HCSilkwom,B41 Beta,Normal,Bugs,Hydrocraft
Silkworm Egg,HCSilkegg,B41 Beta,Normal,Bugs,Hydrocraft
Silver Bream,HCSilverbream,B41 Beta,Food,Food Seafood,Hydrocraft
Silver Coin,HCCoinsilver,B41 Beta,Normal,Money,Hydrocraft
Silver Ingot,HCSilveringot,B41 Beta,Normal,Metalurgy,Hydrocraft
Silver Iodide Powder,HCSilveriodidepowder,B41 Beta,Normal,Alchemy,Hydrocraft
Silver Ore,HCSilverore,B41 Beta,Normal,Mining,Hydrocraft
Silver Ornament,HCOrnamentsilver,B41 Beta,Normal,Holiday,Hydrocraft
Silver Powder,HCSilverpowder,B41 Beta,Normal,Alchemy,Hydrocraft
Silver Ring,HCRingsilver,B41 Beta,Normal,Rings,Hydrocraft
Silver Ring with Amethyst,HCRingsilveramethyst,B41 Beta,Normal,Rings,Hydrocraft
Silver Ring with Azurite,HCRingsilverazurite,B41 Beta,Normal,Rings,Hydrocraft
Silver Ring with Blue Quartz Crystal,HCRingsilverquartzblue,B41 Beta,Normal,Rings,Hydrocraft
Silver Ring with Citrine Quartz Crystal,HCRingsilverquartzcitrine,B41 Beta,Normal,Rings,Hydrocraft
Silver Ring with Diamond,HCRingsilverdiamond,B41 Beta,Normal,Rings,Hydrocraft
Silver Ring with Emerald,HCRingsilveremerald,B41 Beta,Normal,Rings,Hydrocraft
Silver Ring with Fire Agate,HCRingsilverfireagate,B41 Beta,Normal,Rings,Hydrocraft
Silver Ring with Garnet,HCRingsilvergarnet,B41 Beta,Normal,Rings,Hydrocraft
Silver Ring with Jade,HCRingsilverjade,B41 Beta,Normal,Rings,Hydrocraft
Silver Ring with Lapis Lazuli,HCRingsilverlapislazuli,B41 Beta,Normal,Rings,Hydrocraft
Silver Ring with Malachite,HCRingsilvermalachite,B41 Beta,Normal,Rings,Hydrocraft
Silver Ring with Olivine,HCRingsilverolivine,B41 Beta,Normal,Rings,Hydrocraft
Silver Ring with Quartz Crystal,HCRingsilverquartz,B41 Beta,Normal,Rings,Hydrocraft
Silver Ring with Rhodonite,HCRingsilverrhodonite,B41 Beta,Normal,Rings,Hydrocraft
Silver Ring with Rose Quartz Crystal,HCRingsilverquartzrose,B41 Beta,Normal,Rings,Hydrocraft
Silver Ring with Ruby,HCRingsilverruby,B41 Beta,Normal,Rings,Hydrocraft
Silver Ring with Sapphire,HCRingsilversapphire,B41 Beta,Normal,Rings,Hydrocraft
Silver Ring with Smokey Quartz Crystal,HCRingsilverquartzsmokey,B41 Beta,Normal,Rings,Hydrocraft
Silver Ring with Topaz,HCRingsilvertopaz,B41 Beta,Normal,Rings,Hydrocraft
Silver Ring with Turquoise,HCRingsilverturquoise,B41 Beta,Normal,Rings,Hydrocraft
Silver Sheet,HCSilversheet,B41 Beta,Normal,Smithing,Hydrocraft
Silver Working Textbook,HCBooksilverworking,B41 Beta,Literature,Books,Hydrocraft
Simple Homemade Jerky,HCSimplejerky,B41 Beta,Food,Food Jerky,Hydrocraft
Sizzled Slug,HCSlugcooked,B41 Beta,Food,Bugs,Hydrocraft
Skeleton,HCZedbones,B41 Beta,Normal,Boneworking,Hydrocraft
Ski Goggles,Glasses_SkiGoggles,41.1,Clothing,clothing/clothing_others,Classic
Skin Animal Tablet,HCTabletskinanimal,B41 Beta,Literature,Tablets,Hydrocraft
Skinned Carcass,HCZedmeat,B41 Beta,Food,Food Meat,Hydrocraft
Skinning Animals Research,HCBlueprintskinanimal,B41 Beta,Literature,Blueprints,Hydrocraft
